kdrama_id,drama_name,year,director,screenwriter,country,type,tot_eps,duration,start_dt,end_dt,aired_on,org_net,content_rt,synopsis,rank,pop,Genre
615,Wild Guys,2019,,,South Korea,Drama,10,900.0,2019-07-12,2019-08-16,"Friday, Saturday",tvN,Not Yet Rated,A sitcom that takes place in 'Amazing' a magical club in a university with members that have superpowers. ,52359,10174,"Action, Western"
616,Level Up,2019,['Kim Sang Woo'],['Kim Dong Kyu'],South Korea,Drama,12,3600.0,2019-07-10,2019-08-15,"Wednesday, Thursday",DramaX MBN Viki,13+ - Teens 13 or older,"Ahn Dan Te is the ace director of Yoo Seong CRC, a company specializing in restructuring. He is a true “cold city man” of this era with a poker face that doesn’t express emotions, perfect workmanship, and cold-blooded harshness.Shin Yeon Hwa is the chief development officer of the dying game company Joy Buster, who teams up with Ahn Dan Te. She starts to develop a new game to satisfy him, but they often misunderstand each other and end up quarreling, creating a lovable comedy for the viewers.The drama between cold Ahn Dan Te and passionate Shin Yeon Hwa will double the excitement by stirring up an odd chemistry. ",6827,1556,"Comedy, Action, Adventure"
617,WATCHER,2019,['Ahn Gil Ho'],['Han Sang Woon'],South Korea,Drama,16,3900.0,2019-07-06,2019-08-25,"Saturday, Sunday",OCN,15+ - Teens 15 or older,"After a dramatic incident 15 years ago, a senior detective, Do Chi Kwang, a former prosecutor Han Tae Joo and a young policeman, Kim Young Koon, become members of an internal affairs investigation team to uncover the truth and root out corruption and injustice from within the ranks of the police.(Source: DramaWiki) ",1042,853,"Drama, Thriller"
618,Love Affairs in the Afternoon,2019,['Kim Jung Min'],['Yoo So Jung'],South Korea,Drama,16,3600.0,2019-07-05,2019-08-24,"Friday, Saturday",Channel A,15+ - Teens 15 or older,"Son Ji Eun is a housewife who works part-time at a mart. She is quiet and sincere, even as she feels trapped in her unhappy life and lonely marriage. One day, she meets biology teacher Yoon Jung Woo and her heart starts beating again. They both know that only ruin will await them, yet they cannot seem to stay away from each other.(Source: xyLaar at MyDramaList) ",2427,1619,"Drama, Romance"
619,I Have Three Boyfriends,2019,,,South Korea,Drama,10,900.0,2019-07-03,2019-08-03,"Wednesday, Saturday",Naver TV Cast,Not Yet Rated,"The amnesia that came with the accident, and the three boyfriends that appeared in front of you. A triple romance story with three men. When I opened my eyes, I saw three boyfriends. ",7680,3062,"Drama, Romance"
620,Designated Survivor: 60 Days,2019,['Yoo Jong Sun'],['Kim Tae Hee'],South Korea,Drama,16,4440.0,2019-07-01,2019-08-20,"Monday, Tuesday",Netflix tvN,15+ - Teens 15 or older,"Park Moo Jin is a former professor of chemistry and now holds the Minister of Environment position. He doesn't have ambition, personal beliefs or political sense. One day, the cabinet is gathered in the National Assembly for the president's address. A terror attack takes place, killing many government officials, including the president and ministers. Park Moo Jin is the highest ranking government official left alive. He doesn't want the position, but he must sit as the acting president for 60 days. Park Moo Jin chases after the person or group responsible for the attack as he grows as a national leader.(Source: AsianWiki)~~ Remake of the American TV series ""Designated Survivor"" [2016].",400,937,"Drama, Thriller"
621,"Will Be Okay, Never Die",2019,,,South Korea,Drama,6,660.0,2019-06-25,2019-07-30,Tuesday,,Not Yet Rated,"Oh Min Joo, a rookie employee of an office who dreams of quitting her job. She experiences the ups and downs one goes through in the workplace and represents the sympathy of the 20s-30s age working group.(Source: HanCinema) ",6141,9392,Drama
622,Clumsy Love,2019,,,South Korea,Drama,7,480.0,2019-06-20,2019-07-11,,,Not Yet Rated,,59140,14771,"Drama, Romance"
623,Chief of Staff,2019,['Kwak Jung Hwan'],['Lee Dae II'],South Korea,Drama,10,3960.0,2019-06-14,2019-07-13,"Friday, Saturday",jTBC Netflix,15+ - Teens 15 or older,"Jang Tae Joon graduated from the Korean National Police University and worked as a detective. He wanted to gain more power and decided to work in the National Assembly. Now, he is the chief aide to a 4-time lawmaker. He has excellent intuition, cold-blooded decisiveness and a strong desire to win. He was able to place his lawmaker in the position of party representative, but Jang Tae Joon had higher ambitions.Meanwhile, Kang Sun Young is a first-year lawmaker who got elected through proportional representation and is a spokesperson for her party. She worked as a lawyer and hosted a current affairs TV program prior to becoming a lawmaker. She is ambitious and does her job well. Kang Sun Young has an awkward relationship with Jang Tae Joon, whose boss is a rival of the senior lawmaker who got her to become a proportional representation lawmaker. (Source: AsianWiki)",2192,1832,"Drama, Thriller"
624,Joseon Survival,2019,"['Lee Hyung Sun', 'Jang Yong Woo']",['Kim Sol Ji'],South Korea,Drama,16,3900.0,2019-06-08,2019-08-17,"Saturday, Sunday",TV Chosun,15+ - Teens 15 or older,"Joseon Survival is about Han Jung Rok, a former national archer and current deliveryman from 2019. He ends up traveling to the past and meets Im Kkeok Jeong, a famous thief from the Joseon dynasty. Together, they struggle to survive, put their lives at stake for the people they love, and share a strong friendship.",8337,4870,"Fantasy, Romance, History"
625,Search: WWW,2019,"['Jung Ji Hyun', 'Kwon Young Il']",['Kwon Do Eun'],South Korea,Drama,16,4200.0,2019-06-05,2019-07-25,"Wednesday, Thursday",tvN,15+ - Teens 15 or older,"This drama is about the conflicts, the wins, and losses one experiences when working. It will follow the story of 21st century women, who chose not to be a wife or a mother and successfully work without discrimination or impediments.Bae Ta Mi works as a director for a big web portal company. She is in her late 30's and is quite competitive. With her competitiveness, Ta Mi enjoys success. The methods she uses to win has her wondering if she is doing the right thing with her life. Has she sacrificed too much of her personal life for success?Park Mo Gun is a man in his 20's and is a gifted composer. He creates music for video games. Mo Gun meets Ta Mi at an arcade. He falls in love with her due to her competitive spirit.(Source:  Koreandrama.org and AsianWiki)",785,125,"Drama, Romance"
626,A Place in the Sun,2019,['Kim Won Yong'],['Lee Eun Joo'],South Korea,Drama,102,2100.0,2019-06-03,2019-11-01,"Monday, Tuesday, Wednesday, Thursday, Friday",KBS2,15+ - Teens 15 or older,"Kim Yoo Wol became an orphan and he was raised by foster parents. He worked extremely hard and passed his CPA exam. He enjoys happy days with his girlfriend Yoon Shi Wol, but he has a near-death experience. He changes his life and goes under the alias of Oh Tae Yang. He is dead to Yoon Shi Wol.Meanwhile, Yoon Shi Wol, who believes her boyfriend Kim Yoo Wol is dead, has a difficult time. She begins to work at the conglomerate company Yangji Group. There, she meets Oh Tae Yang.(Source: AsianWiki)",6662,4936,Travel
627,In-Out Sider,2019,,,South Korea,Drama,8,720.0,2019-05-28,2019-06-19,"Tuesday, Wednesday",vLive,15+ - Teens 15 or older,Two high school boys growing and getting mature together. They are thinking about their dreams and future.(Source: kpopmap) ,49915,11314,"Drama, Comedy"
628,Not a Robot,2019,,['Kim Yi Rang'],South Korea,Drama,12,720.0,2019-05-27,2019-07-03,"Monday, Wednesday",Naver TV Cast,13+ - Teens 13 or older,The story of a girl who shuts herself off from the world and a housekeeping robot who goes to school against the backdrop of a near future.(Source: Hancinema) ,5260,3693,"Drama, Romance, Science-Fiction"
629,The Wind Blows,2019,"['Jung Jung Hwa', 'Kim Bo Kyung']",['Hwang Joo Ha'],South Korea,Drama,16,4200.0,2019-05-27,2019-07-16,"Monday, Tuesday",jTBC,15+ - Teens 15 or older,“The Wind Blows” is a story about a man who decided to divorce his beloved wife after suffering from Alzheimer’s disease and a woman who decided to divorce her husband to have children. The plot unfolds six years later when they reunite.,2873,3872,"Drama, Romance"
630,One Spring Night,2019,['Ahn Pan Seok'],['Kim Eun'],South Korea,Drama,32,2100.0,2019-05-22,2019-07-11,"Thursday, Wednesday",MBC Netflix,15+ - Teens 15 or older,"Feeling trapped in a stale four-year relationship and reluctant to take the next step into marriage, Lee Jung In stumbles into Yu Ji Ho's pharmacy one morning, nursing a hangover after a night of drinking with her friend. As she tries to reassemble herself before going to work, Jung In discovers that she has forgotten her wallet and cannot pay. Ji Ho kindly helps Jung In, despite her prickly personality. What begins as an innocent daily interaction, develops into a deeper attachment as the two find themselves drawn to one another. They embark on a secret friendship while navigating the minefield of familial and societal expectations.",889,197,"Drama, Romance"
631,Angel's Last Mission: Love,2019,['Lee Jung Sub'],['Choi Yoon Kyo'],South Korea,Drama,32,2100.0,2019-05-22,2019-07-11,"Wednesday, Thursday",KBS2,15+ - Teens 15 or older,"Lee Yeon Seo, is a cynical and arrogant ballerina. She is the prima ballerina, but after an accident she has to give up her dream. After her parents' sudden death, she doesn’t trust anyone since there are a lot of people lurking around her and her inherited money.  Because of her distrust and arrogance, she is unable to love anyone. Kim Dan is an optimistic, carefree angel who is always getting into trouble. In order to return to heaven, he is tasked with a mission to find true love for the talented but emotionally distant ballerina.",623,73,"Comedy, Fantasy, Romance"
632,Shady Mom-in-Law,2019,['Lee Jung Hoon'],['Kim In Kang'],South Korea,Drama,123,1920.0,2019-05-20,2019-11-08,"Monday, Tuesday, Wednesday, Thursday, Friday",SBS,15+ - Teens 15 or older,"Jenny works as a fashion designer and she is successful at her job. She has a very close relationship with her mother Soo Jin. Her mother wants Jenny to marry Man Soo, but Jenny does not like Man Soo and ignores him. Jenny happens to meet Eun Suk. They fall in love with each other at first sight. Eun Suk has a warm and quiet personality, but he believes in doing the right thing. He is from a wealthy family. They decide to get married, but Jenny's mother Soo Jin opposes their marriage.(Source: AsianWiki)",56158,11086,"Drama, Family"
633,My Absolute Boyfriend,2019,['Jung Jung Hwa'],['Yang Hyuk Moon'],South Korea,Drama,40,2100.0,2019-05-15,2019-07-11,"Wednesday, Thursday",SBS Viki,15+ - Teens 15 or older,"Eom Da Da is a special effects make-up artist who has been secretly dating Ma Wang Joon, an A-class actor, for 7 years. After a sequence of incidents that damaged Da Da's belief in her love, she decides to break up with Wang Joon. With a heart barely healed after the breakup, she ends up meeting Young Goo, a humanoid robot programmed to be a perfect boyfriend. Young Goo begins to develop human emotions and gets involved in a love triangle with Wang Joon and Da Da.(Source: MyDramaList)~~ Adapted from the manga ""Absolute Boyfriend"" (絶対彼氏) by Watase Yu (渡瀬悠宇).",6534,522,"Drama, Comedy, Romance"
634,Dating Class,2019,,['Jung Won'],South Korea,Drama,16,900.0,2019-05-10,2019-06-29,"Friday, Saturday",Naver TV Cast,15+ - Teens 15 or older,"The story revolves around 6 university students who are new to dating and the lessons they learn along the way, and the web series is based on an actual university class titled 'An Introduction to Dating'. ",2941,2258,"Drama, Romance"
635,Abyss,2019,['Yoo Je Won'],['Moon Soo Yeon'],South Korea,Drama,16,3600.0,2019-05-06,2019-06-25,"Monday, Tuesday",Netflix tvN,15+ - Teens 15 or older,"“Abyss” is about a man and a woman who tragically die and are given another chance at life through soul-reviving marbles in a magical abyss.Go Se Yeon was a tough, accomplished, and unrivaled beautiful female prosecutor who worked in the Seoul District public Office but gets into a fatal accident and dies. However, due to the mysterious magical marble—Abyss—Go Se Yeon is revived, but now in a totally different appearance. Go Se Yeon now possesses a common appearance based on how “good” her spirit was in her previous life.Cha Min was the highly intelligent heir to Korea’s top cosmetics company but was also a smart, humble, and kind-hearted man. Although he has both the brains and an astounding amount of wealth, he considers himself unattractive and is insecure about his looks. Like Go Se Yeon, Cha Min gets into an accident and dies. Due to the mysterious magical marble—Abyss—he comes back to life with a different appearance as an exceedingly handsome man just as bright as the spirit he had in his previous life.Go Se Yeon and Cha Min begin to work as a lawyer and an administrator at a private law firm and decide to investigate the magical incident. Romance blooms in the office as the two intertwine together to accept their same fate.(Source: AsianWiki, Soompi)",3036,67,"Drama, Romance"
636,The Secret Life of My Secretary,2019,['Lee Kwang Young'],['Kim Jung Ah'],South Korea,Drama,32,2100.0,2019-05-06,2019-06-25,"Monday, Tuesday",SBS,15+ - Teens 15 or older,"Do Min Ik is an intelligent, perfectionist man with a heart of stone and the Chief of Team 1 at T&T Mobile Media who always relies on his secretary, the hot-tempered Jung Gal Hee. Although she diligently carries out the tasks her mean boss instructs her to do, she does not hold back in saying what she wishes to say. Will an office romance blossom?(Source: AJ at MyDramaList) ",1978,154,"Comedy, Romance"
637,Different Dreams,2019,['Yoon Sang Ho'],['Jo Gyoo Won'],South Korea,Drama,40,1620.0,2019-05-04,2019-07-13,Saturday,MBC,15+ - Teens 15 or older,"A turning point in Korean history, one never to be forgotten is presented in this engaging historical drama, celebrating its 100th anniversary. In 1919, during the Japanese colonial period, two events paved the way for the independence of Korea, the March 1st Movement and the establishment of the Korean Provisional Government. And with it, a covert armament for freedom was born, the Heroic Corps. Historically and in the drama, the man leading the corps goes by the name of Kim Won Bong, his real name only a few people know. He rarely stays in one area for more than two hours and sleeps for only short periods at a time. With fiery passion in his heart, he moves about swiftly and dreams for his country's independence. Lee Young Jin a Korean woman raised by a Japanese military doctor follows in her adopted father's footsteps, and through a series of events, attends a prestigious medical university in Shanghai. She returns to Joseon and becomes the first female surgeon. The two of them cross paths, and although they follow different ideologies, Won Bong soon realizes his need for her and begins to regret sending her deep into enemy territory. These two characters will walk together, sometimes run, sometimes fall, only to get back up again to chase their dreams. Bearing with them the pain and suffering of the historical events that shaped Korea's independence, they hope to instil the past so that it will never be forgotten.(Source: Viki)",2750,3204,"Drama, History, Espionage"
638,The Best Ending,2019,['Park Dhan Hee'],['Kim Soo Min'],South Korea,Drama,8,720.0,"May  3, 2019","May  3, 2019",Friday,Naver TV Cast,Not Yet Rated,"Choi Woong and Go Min Chae have been dating for eight years and they’ve done everything they dreamed of doing before settling down. Now just one thing is left on their list: getting married. The pair agrees to tie the knot, but there’s one big problem – they’re totally broke and can’t afford to have the kind of big, lavish ceremony most others their age have. They struggle to find the jobs they like, as Choi Woong finds a job at a high school and Go Min Chae ventures into the world of art. And things get very messy when love rivals also appear on the scene.Telling their parents (and winning parental approval for their union) also isn’t as straightforward as it seems. The pressures slowly start to mount as the wedding day approaches – and even threaten to take the ultimate toll on their relationship. Will love save the day – and get their relationship back on track just in time for the big day?(Source: Viki)",3709,2852,"Drama, Romance"
639,Home for Summer,2019,['Sung Joon Hae'],['Koo Ji Won'],South Korea,Drama,128,1800.0,2019-04-29,2019-10-25,"Monday, Tuesday, Wednesday, Thursday, Friday",KBS1,15+ - Teens 15 or older,"Geum Hee has been married to Joon Ho for the past 10 years. She supported him while he was attempting to become a plastic surgeon. He is now a successful plastic surgeon. They are still happily married, but Joon Ho happens to meet divorcee Sang Mi. Sang Mi wants Joon Ho regardless if he is already married.Meanwhile, Sang Won is a chef and the younger brother of Sang Mi. Due to his painful memory of being dumped by the woman he loved, his personality seems to have become cold. He actually still has a warm heart.(Source: AsianWiki)",6581,5933,"Drama, Family"
640,The Nokdu Flower,2019,['Shin Kyung Soo'],['Jung Hyun Min'],South Korea,Drama,48,2100.0,2019-04-26,2019-07-13,"Friday, Saturday",SBS,15+ - Teens 15 or older,"Set during the Donghak Peasant Revolution (1894-1895), two half-brothers find themselves on opposing sides of the conflict. Baek Yi Kang is the first son of a prominent family whose wealthy father is a notorious local government official, while his mother comes from the lowest class. His mother's low social standing and being born out-of-wedlock cause people to look down upon him. Baek Yi Hyun is Yi Kang’s younger half-brother who is handsome, smart, and polite. Yi Hyun has everything and treats his half-brother with respect. Song Ja In is the only daughter of the head of a large peddlers’ group, who owns the Jeonjoo Yeokak Inn, where goods are also sold. Ja In has courage and charisma and remains calm under pressure. She dreams of becoming the best merchant in Joseon.(Source: AsianWiki)",985,1515,"Drama, History"
641,My First First Love,2019,['Oh Jin Suk'],['Kim Ran'],South Korea,Drama,8,3000.0,"Apr 18, 2019","Apr 18, 2019",,Netflix,13+ - Teens 13 or older,"A group of Yoon Tae Oh’s friends suddenly move into his house for their own personal reasons, where they experience love, friendships, and struggles. Song I and Tae Oh have been friends since they were three years old; Choi Hoon is an aspiring theater actor; Ga Rin is an heiress to a rich family.When Song I meets another friend of Tae Oh—Do Hyeon, who acts cold to girls and works several jobs—their friendship is tested.",3884,129,"Drama, Romance"
642,Persona,2019,,,South Korea,Drama,4,1200.0,"Apr 11, 2019","Apr 11, 2019",,Netflix,18+ Restricted (violence & profanity),"Persona is a an anthology series containing 4 different parts. Each part directed by different directors tells separate stories starring IU as the lead. ""Love Set"", directed by Lee Kyung Mi,  follows an intense tennis match between IU and  Doo Na. The stakes of the match are high for both women. ""Collector"", directed by Im Pil Sung, tells the story of an alluring woman, Eun, who loves to seduce men and a man willing to do anything for her love. ""Kiss Burn"", directed by Jeon Go Woon, depicts the many attempts at revenge made by two school girls, Han Na and Hye Bok, on  Hye Bok's unreasonable father. Shot in black and white, ""Walking at Night"", directed by Kim Jong Kwan, recounts the sorrowful story of two former lovers who go for a walk in the man's dream, reminiscing on their love and saying things they do not have the chance to in real life.(Source: MyDramaList)",7718,909,Drama
643,Her Private Life,2019,['Hong Jong Chan'],['Kim Hye Young'],South Korea,Drama,16,4500.0,2019-04-10,2019-05-30,"Wednesday, Thursday",tvN,15+ - Teens 15 or older,"A dedicated professional, Sung Deok Mi lives for her work as an art gallery curator. Devoting herself to her work, she is exceptional in every way, save one. Beneath that cool, professional facade, Deok Mi carries a dark secret. A secret she desperately wants to keep from the world. A secret that has driven lovers away. A secret that rules every moment of her personal life...Sung Deok Mi is the ultimate Cha Shi An fangirl. The devoted manager of a Shi An fansite, Deok Mi eats, breathes, and sleeps for Shi An. He is her sun, her moon. Her entire universe revolves around him. This is the secret Deok Mi must hide from the world. And hide it she does. At least until Ryan Gold, the art gallery’s new director, saunters into her life. A once famous painter, the former artist turned director considers himself an indifferent being, unconcerned with the lives of others. But when he uncovers Deok Mi’s secret, everything changes.(Source: Viki)~~ Adapted from the web novel “Noona Fan Dot Com” (누나팬닷컴) by Kim Sung Yeon (김성연).",808,27,"Drama, Comedy, Romance"
644,I Hate Going to Work,2019,['Seo Joo Wan'],['Park So Young'],South Korea,Drama,12,3540.0,2019-04-09,2019-07-02,Tuesday,KBS2,Not Yet Rated,A slice-of-life office drama about people who don't want to go to work that will resonate with everyday office workers.(Source: HanCinema) ,46959,8619,"Drama, Comedy"
645,Special Labor Inspector Jo,2019,"['Park Won Gook', 'Sung Chi Wook']",['Kim Ban Di'],South Korea,Drama,32,2100.0,2019-04-08,2019-05-28,"Monday, Tuesday",MBC,15+ - Teens 15 or older,"Social satire drama about punishing the ""haves"" of society. It follows Jo Jin Gap, a man who used to be a member of the national judo team, and whose dream of becoming a physical education teacher is dashed when he gets kicked out for his temper. Jin Gap then becomes a civil servant who puts safety first, and works as a labor inspector for the Ministry of Employment and Labor.(Source: HanCinema) ",1449,2350,"Drama, Comedy, Action"
646,Beautiful World,2019,['Park Chan Hong'],['Kim Ji Woo'],South Korea,Drama,16,3600.0,2019-04-05,2019-05-25,"Friday, Saturday",jTBC Viki,15+ - Teens 15 or older,"This drama is about a boy on the edge of life and death, and his family's quest to find the truth.  Amidst the lies and secrets, mistrust and pain, the family looks for hope in this crazy world.  Mu Jin, is a teacher and a father. His wife, In Ha, runs 'Ho Ho Bakery' and they have a 9th-grade son and an 8th-grade daughter.  For the sake of their kids' education, they move to a different neighborhood. One day, at their new competitive school, Sun Ho gets into an accident, causing him to become brain dead.  The father and mother, filled with great guilt and rage because of the accident, investigate to find out what happened to cause the accident.  Su Ho, Sun Ho's baby sister, also sets out on her own to find out the truth behind her brother's accident.(Source: JTBC)",406,1284,"Drama, Family"
647,All-Boys High,2019,,,South Korea,Drama,10,240.0,2019-04-04,2019-05-09,,vLive,Not Yet Rated,Two high school boys growing and getting mature together. They are thinking about their dreams and future. ,1366,5308,"Drama, Comedy"
648,How to Hate You,2019,,,South Korea,Drama,6,1200.0,2019-04-01,2019-04-02,"Monday, Tuesday",jTBC,G - All Ages,"The drama follows the dating adventures of Oh Mi Ri, a college freshman who finds herself struggling to navigate love and friendship on campus.",3156,1540,"Drama, Romance"
649,My Fellow Citizens!,2019,['Kim Jung Hyun'],['Han Jung Hoon'],South Korea,Drama,36,2100.0,2019-04-01,2019-05-28,"Monday, Tuesday",KBS2,15+ - Teens 15 or older,"Yang Jung Kook is a veteran conman, but he has never been arrested. One day, his girlfriend suddenly runs off with the money they were going to use for their marriage. Yang Jung Kook is extremely upset and he goes out to drink. He meets Kim Mi Young. She is going through a hard time herself because of her boyfriend's cheating ways. Yang Jung Kook tells her that he runs a business and Kim Mi Young tells him that she works for a small company. Kim Mi Young is actually a detective. They find comfort with each other and they develop a relationship romantically. On their wedding day, Kim Mi Young reveals to Yang Jung Kook that she is actually a detective.Meanwhile, Park Hoo Ja is a mysterious woman. She runs a private loan business that she inherited from her father. Her father was swindled by Yang Jung Kook. Park Hoo Ja finds Yang Jung Kook and blackmails him into running for a national assembly seat.(Source: AsianWiki)",4295,1194,"Comedy, Crime, Romance"
650,Farming Academy,2019,,,South Korea,Drama,4,3000.0,2019-03-31,2019-04-07,Sunday,SBS,15+ - Teens 15 or older,"Drama series depicts the dreams, passions and friendships of young people who dream of becoming farmers.Ha Joo Seok is in the 1st grade at a farming academy. He uses blunt language, but he is considerate of other people. Shin Yoo Jin is in the 1st grade at the same farming academy. She is smart and good at data analysis. Since she was little, she dreamed of becoming a farmer.(Source: AsianWiki) ",51289,7808,"Drama, Romance"
651,Two Hearts,2019,,,South Korea,Drama,6,600.0,2019-03-30,2019-04-16,"Thursday, Sunday",Naver TV Cast,G - All Ages,"This drama will show the daily life, friendship and love of youth who love K-League and soccer. ",57088,9601,"Drama, Comedy, Anime, Romance"
652,I Started Following Romance,2019,['Hong Chung Gi'],,South Korea,Drama,10,480.0,2019-03-29,2019-04-30,"Tuesday, Friday",,Not Yet Rated,"“I Started Following Romance” combines the love story of five men and women with various Instagram functions, such as DM (direct messaging), Instagram Story, comments, likes, hashtags, and more.",2292,7993,"Drama, Comedy, Romance"
653,The Banker,2019,['Lee Jae Jin'],['Bae Sang Wook'],South Korea,Drama,32,2100.0,2019-03-27,2019-05-16,"Wednesday, Thursday",MBC,15+ - Teens 15 or older,"It tells the story of a bank auditor pursuing justice and policy changes at a time when an economic bubble is collapsing. No Dae Ho is an honest and sincere man. He works as a branch manager at Daehan Bank, which is located in a small city. The branch is on a soon-to-be shutdown list. Surprisingly, No Dae Ho is promoted to the auditor at the bank’s headquarters in Seoul. No Dae Ho then faces corruption at the bank.(Source: koreandrama.org)~~ Adapted from the manga “Kansayaku Nozaki Shuhei” written by Ryouka Shuu and illustrated by Shigeru Noda.",4906,7208,"Drama, Legal"
654,What a Wonderful World,2019,,,South Korea,Drama,8,540.0,2019-03-26,2019-04-18,"Tuesday, Thursday",,Not Yet Rated,,46608,99999,"Drama, Romance"
655,Freshman,2019,,['Lee Ye Dam'],South Korea,Drama,12,300.0,2019-03-23,2019-04-28,"Saturday, Sunday",Naver TV Cast vLive,G - All Ages,It depicts the challenge of outsiders of a college to become insider. ,6819,4229,"Drama, Comedy, Romance"
656,Kill It,2019,"['Ahn Ji Sook', 'Nam Sung Woo']","['Choi Myung Jin', 'Son Hyun Soo']",South Korea,Drama,12,3600.0,2019-03-23,2019-04-28,"Saturday, Sunday",OCN,15+ - Teens 15 or older,"Will a killer-turned-veterinarian and a detective find common ground?Kim Soo Hyun is a veterinarian who is also a professional killer. Many individuals and organizations hire him for large sums of money. Nobody in the public knows anything about him as a killer, including his age, name, and race. Animals are his only companions, but deep inside, he constantly yearns for love. He struggles to develop and maintain any pure relationships around him. One day, a client asks him to kill in exchange for information regarding his mysterious past and a conspiracy involving his birth. Do Hyun Jin was once a ballerina, but now she is a detective working in Seoul, who graduated from police academy as the most excelled. Although she looks cold and stern on the outside, she is, in fact, a very sympathetic individual. Hyun Jin trusts her instincts and isn't afraid to rely on the things around her to make a decision to the best of her abilities. She has suffered trauma but still keeps pushing forward. She starts to chase after Kim Soo Hyun as she believes he is a serial killer.What happens when both get to know that the connection between them has started years ago?(Source: AJ at MyDramaList)",1367,278,"Crime, Thriller, Mystery"
657,Mother of Mine,2019,['Kim Jong Chang'],['Jo Jung Seon'],South Korea,Drama,108,2100.0,2019-03-23,2019-09-22,"Saturday, Sunday",KBS2,15+ - Teens 15 or older,"This drama is about a story of a mother and three daughters living in modern-day Korean society. The drama conveys a message about the low fertility rate, divorce rate, and the problems of the younger generation who are avoiding marriage.While running a small beef soup restaurant, Park Sun Ja raised her three daughters Mi Sun, Mi Ri and Mi Hye alone. She still runs the restaurant to this day and her three daughters are now all grown up. Sun Ja's first daughter Mi Sun is married and she has a daughter. Mi Sun is busy working and taking care of her family. Second daughter Mi Ri cares about her mother a lot. She is confident in herself and good at her job. Mi Ri gets involved in a romantic relationship with her co-worker Tae Joo. He is the youngest son of the family that owns the company. The youngest daughter is Mi Hye. She used to be a promising novelist, but she is not any more. She helps her mother at the restaurant.(Source: AsianWiki)",3549,3527,"Drama, Family"
658,Confession,2019,"['Kim Chul Gyu', 'Yoon Hyun Gi']",['Im Hee Chul'],South Korea,Drama,16,3600.0,2019-03-23,2019-05-12,"Saturday, Sunday",tvN,15+ - Teens 15 or older,"A case involving the hidden truth behind the law prohibiting double jeopardy.When Choi Do Hyun was a boy, he had a heart disease. He spent most of his childhood in a hospital. He miraculously had a chance for a heart transplant. Right after the successful heart transplant surgery, his father was accused of murder. His father received the death penalty.To investigate his father's case, Do Hyun now works as a lawyer.(Source: AsianWiki)",903,1187,"Drama, Mystery"
659,Noise,2019,,,South Korea,Drama,7,600.0,2019-03-21,2019-05-23,Thursday,,Not Yet Rated,,46095,99999,"Anime, Music, Romance"
660,Nineteen,2019,,,South Korea,Drama,8,540.0,2019-03-21,2019-05-09,,Naver TV Cast,Not Yet Rated,"“Nineteen” is a drama in the form of a vlog  in which the protagonist shares her daily life and tells a story through video. The main character is Han Sung Min, a model and new actor who is receiving the most attention in the fashion and beauty industry. “Nineteen” is as an interactive content in which the protagonist directly communicates with subscribers and creates a story, adding to the expectation. Han Sung Min is a person who has a beautiful appearance and a stylish sense, but struggles with 'love', and plans to proceed with a relationship by referring to the comments of subscribers on the content.",43554,15646,Romance
661,Doctor Prisoner,2019,"['Song Min Yeop', 'Hwang In Hyuk']",['Park Kye Ok'],South Korea,Drama,32,2100.0,2019-03-20,2019-05-15,"Wednesday, Thursday",KBS2,15+ - Teens 15 or older,"Doctor Prisoner centers around an ace doctor in a university hospital’s emergency care center, a skilled professional who treats his patients with full devotion and without discrimination. However, his medical license gets suspended as a result of a medical malpractice incident that arises when the hospital board director causes a ruckus. He then gets his certificate as a medical internist and applies to work at a prison, where his plan is to cozy up to all the bigshots there—business tycoons, celebrities caught for doing drugs, sports stars guilty of gambling—and to win allies, with the ultimate goal of getting revenge against the hospital that ousted him. To do so, he’ll get rid of the existing prison chief doctor and claim the spot for himself.(Source: DramaBeans)",775,591,"Drama, Crime, Medical"
662,Triple Fling,2019,,,South Korea,Drama,8,480.0,2019-03-14,2019-05-02,Thursday,,13+ - Teens 13 or older,"Lee Se Hee never thought she'd be part of the popular clique in high school, and neither did she expect herself to be in a love square with 3 very attractive popular guys! Who is she going to choose? ",6178,4452,"Drama, Comedy, Romance"
663,"Maybe, Maybe Not",2019,,,South Korea,Drama,8,600.0,2019-03-12,2019-05-07,Tuesday,,G - All Ages,"A girl who can read minds has always been an outsider at her university due to her sensitivity to what other people think of her. Suddenly, she meets a senior classmate, and to her surprise, she can't read his mind. As they begin spending time together, they start falling in love.(Source: MyDramaList) ",5622,3103,"Drama, Comedy, Romance"
664,He Is Psychometric,2019,['Kim Byung Soo'],['Yang Jin Ah'],South Korea,Drama,16,3840.0,2019-03-11,2019-04-30,"Monday, Tuesday",tvN,15+ - Teens 15 or older,"After losing his parents in a fire, Lee Ahn acquires the power of psychometry, the ability to read a person or an object's past through physical contact, and he decides to use it to take bad people down. While he does not know how to control his power yet, he meets Yoon Jae In who tries her best to hide her painful secrets. Together with his foster guardian, prosecutor Kang Seong Mo, and the latter's colleague, investigator Eun Ji Soo, they team up to solve an elusive case that has been haunting the lives of Ahn, Sung Mo, and Jae In. The case revolves around the life of prosecutor Kang's mother and father, who were the main cause of the fire. Jae In and Lee Ahn heal each other through their past present and future and find the culprit.(Source: Wikipedia)",883,68,"Drama, Romance, Supernatural"
