kdrama_id,drama_name,year,director,screenwriter,country,type,tot_eps,duration,start_dt,end_dt,aired_on,org_net,content_rt,synopsis,rank,pop,Genre
115,Love Is for Suckers,2022,['Choi Kyu Shik'],['Kim Sol Ji'],South Korea,Drama,16,3600.0,2022-10-05,2022-12-01,"Wednesday, Thursday",ENA Viki,15+ - Teens 15 or older,"Goo Yeo Reum is a television producer in the tenth year of her professional career. Although she works harder than most producers, the shows she makes all seem to flop. Then she's selected to produce a new dating-themed reality TV show called “Kingdom of Love.” Her neighbour and best friend of twenty years is Park Jae Hoon, a plastic surgeon who has lost all his passion for work. Their relationship is close but purely platonic. Park Jae Hoon is jaded by his experiences and has also essentially given up on love. As such, he only ever pursues casual relationships. In the planning stage of the show’s production, Goo Yeo Reum runs into struggles, having difficulty finding suitable bachelors to appear on the programme. She eventually turns to Park Jae Hoon in desperation. To help her, he agrees to become a contestant on the show. But in this unfamiliar new dynamic—as a producer and a cast member—they unexpectedly begin developing never-felt-before romantic feelings. Will “Kingdom of Love” turn friends into lovers? (Source: Viki: edited by MyDramaList)",5604,1080,"Drama, Comedy, Romance"
116,Bad Prosecutor,2022,['Kim Sung Ho'],['Im Young Bin'],South Korea,Drama,12,3660.0,2022-10-05,2022-11-10,"Wednesday, Thursday",KBS2,15+ - Teens 15 or older,"Jin Jung is a troublemaking prosecutor of the Central District Office. With a strong sense of justice and craziness, he punishes criminals more than they deserve. A Ra is Jung's partner, a competent prosecutor who always judges issues objectively and handles them with a clean finish. Also at the Central District Office is the elite prosecutor Do Hwan, who believes money and power are everything. He is a man who is willing to do whatever it takes to go higher up. In a world corrupted with wealth and evil, the story of these prosecutors unfolds.(Source: Viki)",1234,1064,"Drama, Legal"
117,The Love in Your Eyes,2022,['Go Young Tak'],['Na Seung Hyun'],South Korea,Drama,123,1620.0,2022-10-03,2023-03-24,"Monday, Tuesday, Wednesday, Thursday, Friday",KBS1,15+ - Teens 15 or older,"Young Yi lost her husband at a young age, but she tries her best to move on with her husband's family and works days and nights for her daughter. She dreams to go beyond working part-time at a convenience store and become a full-time employee at the head office. Meanwhile, Kyung Jun is the eldest grandson of TS Retail, where Young Yi set her heart on. Five years ago, he underwent a corneal transplant with a donation from Young Yi's late husband and gained a new vision and a new life. What will happen to Young Yi and her second love, Kyung Jun, who has the eyes of her late husband?(Source: Viki)",4136,5840,Drama
118,Cheer Up,2022,['Han Tae Seob'],['Cha Hye Won'],South Korea,Drama,16,4200.0,2022-10-03,2022-12-13,"Monday, Tuesday",SBS,15+ - Teens 15 or older,"The bright and diligent Do Hae Yi is a student at Yeonhee University. Because of her family's poor financial situation, she places a priority on making money rather than school. One day, Do Hae Yi suddenly joins the cheering squad Theia which has existed for 50 years at Yeonhee University. She only joins the club for money, but while participating in the cheering squad, Do Hae Yi starts experiencing the joy of campus life and meets various people from Theia including Bae Young Woong, who was once a member of Theia and he is an alumnus of Yeonhee Univers, supporting the cheering squad financially and emotionally.  (Source: AsianWiki; edited by MyDramaList)",5420,498,"Drama, Romance, Mystery"
119,Gaus Electronics,2022,['Park Joon Soo'],,South Korea,Drama,12,3000.0,2022-09-30,2022-11-05,"Friday, Saturday",ENA Genie TV,15+ - Teens 15 or older,"Stress is no stranger to the members of Marketing Team 3 of the home appliance department at the Gaus Electronics HQ. The firm is a busy, multinational company, but this is a team that most workers dream of getting out of – and where chaos is no stranger! Some 10 employees make up the team. These include Lee Sang Sik, a man with a positive personality who often misjudges his coworkers’ moods, causing trouble as a result! There is also Cha Na Rae, the hot-tempered assistant manager! Also among their number is Baek Ma Tan, the heir of the owners of Gaus Electronics’ fiercest rival – Power Group. He was born with a silver spoon in his mouth, and has never known hardship. But he shocked his entire family when he decided to join Gaus as a junior employee! His polar opposite is Geon Gang Mi, who comes from more modest origins and has always tried to pull herself up by her bootstraps – pushing herself to succeed at every step (although she does have a tendency to change when she drinks alcohol!). While they seem to have very little in common at first, they slowly begin to form a bond, with possible sparks of romance in the air! Will any of the marketing team succeed in escaping? Or will they eventually find a way to quell the workplace chaos?(Source: Viki)~~ Adapted from the webtoon ""Gaus Jeonja"" (가우스전자) by Kwak Baek Soo (곽백수).",727,620,"Comedy, Romance"
120,The Witch's Eye,2022,,,South Korea,Drama,5,780.0,2022-09-29,2022-10-13,"Tuesday, Thursday",Naver TV Cast,Not Yet Rated,"Strange things happen to influencer Han Da Bit from Anyeon University, starting with the nightmare that she has one day. Then one day, she sees Do Hee, a senior she runs into at school, and Da Bit feels a strange attraction. Da Bit, who follows her out of curiosity about Do Hee, enters a unique tarot shop.(Source: hancinema.net) ",54223,12788,"Drama, Fantasy, Romance"
121,Three Bold Siblings,2022,['Park Man Young'],['Kim In Young'],South Korea,Drama,51,4200.0,2022-09-24,2023-03-19,"Saturday, Sunday",KBS2,15+ - Teens 15 or older,"Kim Tae Joo is the eldest of three siblings. She is warm-hearted and tolerant, but she also has a hot temper. She cuts off relationships with people whom she doesn’t like. One day, Kim Tae Joo meets Lee Sang Joon again after many years. They attended the same elementary school.Lee Sang Joon is a popular actor. He is sensitive, imaginative, and smart. He is also the eldest sibling in his family. Since he was a child, he has been loved by his family deeply. His family was once in debt, but, after Lee Sang Joon became successful, he paid off their debt and continues to support them financially. During filming for an acting project, Lee Sang Joon gets injured and goes to the hospital. There he meets his first love Kim Tae Joo, whom he knew when he was an elementary school student.(Source: AsianWiki)",6748,3843,"Comedy, Family, Romance"
122,The Empire,2022,['Yoo Hyun Ki'],['Oh Ga Kyu'],South Korea,Drama,16,3600.0,2022-09-24,2022-11-13,"Saturday, Sunday",jTBC ViuTV,15+ - Teens 15 or older,Depicts the vulgar scandals of Korea’s nobles of the robe (whose rank came from holding judicial or administrative posts) who dream of hereditary succession. Han Hye Ryul is the chief of the special division of the Seoul Central District Prosecutors’ Office. Han Hye Ryul is from a family of judicial workers who has had wealth and power for three generations. She is an ambitious figure who is not satisfied with her current position and aims to become a prosecutor general or someone higher up the ladder.,7492,5693,"Drama, War, History"
123,One Dollar Lawyer,2022,['Kim Jae Hyun'],"['Choi Soo Jin', 'Choi Chang Hwan']",South Korea,Drama,12,4200.0,2022-09-23,2022-11-11,"Friday, Saturday",SBS,13+ - Teens 13 or older,"Cheon Ji Hun is a lawyer with unusual flair. His hair has a stylish perm. His retainer is only 1,000 won despite being one of the most skilled lawyers around. He argues against the most expensive lawyers and their rich clients intent on flouting the law. Since graduating from the Judicial Research and Training Institute,  Baek Ma Ri has been the Prosecutor’s Assistant. Confident and self-assured, she is also a lawyer with her grandfather Baek Hyun Mu's renowned Baek Law Firm. Ma Ri’s life has been going smoothly, but her life changes when she meets Cheon Ji Hun.  (Source: Asian Wiki)",497,873,"Drama, Legal"
124,The Golden Spoon,2022,"['Song Hyun Wook', 'Lee Han Joon']","['Kim Eun Hee', 'Yoon Eun Kyung']",South Korea,Drama,16,4800.0,2022-09-23,2022-11-12,"Friday, Saturday",MBC,15+ - Teens 15 or older,"Would you trade your poor but loving family for a life of riches? When Seung Cheon gets his hands on a magical spoon that allows him to switch lives with his rich best friend, he thinks it’s a no-brainer. But life-altering decisions are always accompanied by a sense of doubt, and with only three chances to change his mind, Seung Cheon has to decide which of his two possible futures is worth keeping. (Source: Webtoons.com)~~ Adapted from the webtoon ""The Golden Spoon"" (금수저) by HD3.",1903,658,"Fantasy, Romance, Thriller"
125,Love in Contract,2022,['Nam Sung Woo'],['Ha Gu Dam'],South Korea,Drama,16,3900.0,2022-09-21,2022-11-10,"Wednesday, Thursday",tvN Viki,15+ - Teens 15 or older,"Undeniably attractive, talented, and charming, Choi Sang Eun is the living definition of the perfect partner. This is exactly why instead of marrying, she chooses to employ her skills as a contract marriage master. Transforming herself into the perfect partner for each of her clients, Sang Eun allows those who employ her services to live the perfect single life, without having to agree to a committed, life-long relationship. A long-term client, Jung Ji Ho has been using Sang Eun’s services every Monday, Wednesday, and Friday, for the past five years. A man shrouded in mystery, Sang Eun knows virtually nothing about Ji Ho but that doesn’t stop her from developing some rather unexpected feelings for him. Making her life even more difficult are the equally unexpected feelings she’s recently developed for one of her newest clients, Kang Hae Jin. A popular actor who employs her services on Tuesdays, Thursdays, and Saturdays, Hae Jin often makes Sang Eun’s heart flutter.Torn between her professional obligations and the feelings she harbors for both Ji Ho and Hae Jin, Sang Eun finds herself in an unexpected predicament. How can she possibly maintain her professionalism when her heart is leading her in two different directions?(Source: Viki)",3623,341,"Drama, Romance"
126,May It Please the Court,2022,['Kang Min Gu'],['Kim Dan'],South Korea,Drama,12,3900.0,2022-09-21,2022-10-26,Wednesday,Disney+ Hulu,15+ - Teens 15 or older,"Ace attorney at a big law firm, No Chak Hee, is willing to take any risk to win a case and is set to receive a promotion of a partner position but a problem occurs on a case she accepted. Because of the case, she gets suspended for a year. She then begin to start work as s a public defender but hopes to return to her position at the law firm where she worked previously. As a public defender, she shares an office with fellow public defender, Jwa Shi Baek, a top graduate from the Judicial Research and Training Institute. Instead of becoming a judge, prosecutor, or attorney at a big law firm,  he chose to work as a public defender. He is enthusiastic with his work but also has a mysterious part of his personal life that nobody knows about.No Chak Hee and Jwa Shi Baek don't get along very well, but a serial murder case brought them together and as they try to solve the case together more secrets unfolds and they grow to trust each-other. (Source: AsianWiki, edited by Nauriya)",1116,2159,"Drama, Mystery, Legal"
127,Seasons of Blossom,2022,['Wang Hye Ryung'],"['Kim Na Neui', 'Park Yoon Sung']",South Korea,Drama,16,1500.0,2022-09-21,2022-11-02,Wednesday,,13+ - Teens 13 or older,"A story of love and friendship between five high school students from Seoyeon High School.Lee Ha Min appears like a bright person, but there is also darkness within his mind. Han So Mang is a warm-hearted person, but she is also quite timid. Lee Jae Min is a popular student with a painful past. He is kind to everyone around him. Yoon Bo Mi is a sweet, model student. Choi Jin Young loves playing games. He can seem unfriendly and has a delicate personality.(Source : Asianwiki) ~~ Adapted from the webtoon ""Seasons of Blossom"" (청춘 블라썸) by HONGDUCK and NEMONE.",643,1205,"Romance, Mystery"
128,Blind,2017,,,South Korea,Drama,7,180.0,2017,2017,,,Not Yet Rated,"This web drama is based on real-life stories submitted by Korean college students, telling all-too-relatable tales of loneliness, friendship, and budding romance. ",99999,99999,Thriller
129,Once Again,2020,['Lee Jae Sang'],['Yang Hee Seung'],South Korea,Drama,100,2100.0,2020-03-28,2020-09-13,"Saturday, Sunday",KBS2,15+ - Teens 15 or older,"""Once Again"" is the story of the eventful Song family who can’t get a day of peace and their neighbors in Yongju Market. Frugal father Song Young Dal and nagging mother Jang Ok Boon have been married for many years and have 4 adult children: stuntman Joon Sun, housewife Ga Hee, pediatrician Na Hee, and intern Da Hee.The third child Na Hee works with her fellow pediatrician husband Gyu Jin at the same hospital. They fell in love during their medical school days and got married, but they have since drifted apart and their married life is not doing well. Meanwhile, the first child Joon Sun and second child Ga Hee are both divorcees and have returned to live with their parents, while the youngest child Da Hee is engaged to be married soon.Partway, mysterious kimbap restaurant owner Kang Cho Yeon joins the fray and opens up shop in the Yongju Market. How will her appearance impact the other characters?(Source: AsianWiki)",351,999,"Drama, Family"
130,Mental Coach Jegal,2022,['Son Jung Hyun'],['Kim Ban Di'],South Korea,Drama,16,4200.0,2022-09-12,2022-11-01,"Monday, Tuesday",tvN,15+ - Teens 15 or older,"A sports drama about a former national athlete who quits sports after causing a scandal and becomes a mental coach to help former professional athletes who have retired and current athletes who have fallen into a slump.Je Gal Gil is a former national Taekwondo athlete who is known for his hard work and dorky charms. After he causes an unprecedented accident in the athlete’s village, Je Gal Gil is permanently expelled and coined the unlucky Taekwondo prodigy. Once he overcomes his past trauma andregains his mental health, Je Gal Gil returns to the athlete’s village as a mental coach.Cha Ga Eul is a former world-class short track speed skating gold medalist who has fallen into a slump. With her pretty poker face, she’s known as the up-and-coming “Ice Princess,”but she faces the danger of fading out when she falls into a slump. Unable to confide in anyone, Cha Ga Eul begins to beat herself up until she meets mental coach Je Gal Gil.Gu Tae Man is the director of the Human Rights Center in the Korean Olympic Committee. The former Taekwondo Olympic gold medalist has a strong desire for power and is the reason Je Gal Gil’s life wastransformed overnight. With the belief that anything can be covered as long as he is No. 1, Gu Tae Min does everything he can for the top position.Park Seung Hais a part ofthe mental health support team in the athlete’s village. She is the perfect example of “a kind daughter who was raised well” but endures an unexpected hardship after meeting Je Gal Gil as her first patient. Park Seung Ha ends up leaving the hospital and applying to the athlete’s village instead where she surprisingly reunites with Je Gal Gil, this time as advisor partners.(Source: Naver; Soompi)",2767,3203,"Drama, Sports"
131,Narco-Saints,2022,,['Kwon Sung Hui'],South Korea,Drama,6,3720.0,"Sep  9, 2022","Sep  9, 2022",Friday,Netflix,18+ Restricted (violence & profanity),The life-saving journey of a Korean drug king in Suriname in South America and a businessman who was engaged in a secret operation by the NIS.(Source: Netflix) ,1816,1675,"Crime, Thriller"
132,The Law Cafe,2022,['Lee Eun Jin'],"['Im Ji Eun', 'Im Eui Jung']",South Korea,Drama,16,3780.0,2022-09-05,2022-10-25,"Monday, Tuesday",KBS2 Viki ViuTV,15+ - Teens 15 or older,"Jung Ho, Yu Ri, Se Yeon, and Jin Ki have been friends for 17 years since Seoyeon High. Jung Ho is a landlord who used to be called the Monster Genius of the prosecution. Despite his clumsiness, he is a cool guy with a mysterious charm. Yu Ri is an eccentric lawyer with a hot-temper that cannot stand injustice, which leads her to quit her firm and start a law cafe of her own. When she goes to see her landlord for the contract, she finds out that he is her old friend Jung Ho. From that point, a crazy relationship that develops from friendship to love begins.(Source: Viki)~~ Adapted from the web novel ""Love According to Law"" (법대로 사랑하라) written by No Seung Ah (노승아) and illustrated by Il Ri (일리).",1751,563,"Romance, Legal"
133,Once Upon a Small Town,2022,['Kwon Seok Jang'],,South Korea,Drama,12,2040.0,2022-09-05,2022-09-28,"Monday, Tuesday, Wednesday",Daum Kakao TV,13+ - Teens 13 or older,"Han Ji Yool works as a veterinarian in Seoul. One day, he receives a phone call from his grandfather. His grandfather doesn’t mention specifics, but his voice sounds serious. Han Ji Yool decides to go to Heedong Village, where his grandfather lives and runs an animal clinic. There, Han Ji Yool meets police officer Ahn Ja Young. It turns out his grandfather is actually touring Europe. According to the note left by his grandfather, Han Ji Yool has to take over his grandfather’s animal clinic for a half year, while his grandfather is away.Even when Ahn Ja Young was preparing for her test to become a police officer, she wanted to work as a police officer in Heedong Village, where she grew up. She is usually the first one to appear and provide help to residents in need. She helps Han Ji Yool solve inconveniences related to his daily life in the village and they develop a romantic relationship.(Source: AsianWiki)",2236,499,Drama
